,Date,Transaction Type,Num,Customer,Memo/Description,Qty,Sales Price,Amount,Balance
FireWrap® Grip Kit Orange,10/16/2018,Sales Receipt,#1907,,FireWrap  Grip Kit,2,34.95  ,69.90  ,"2,338.90  "
FireWrap® Grip Kit Orange,10/19/2018,Sales Receipt,#1931,,FireWrap  Grip Kit,1,34.95  ,34.95  ,"2,373.85  "
FireWrap® Grip Kit Orange,10/26/2018,Sales Receipt,#1963,,FireWrap  Grip Kit,1,34.95  ,34.95  ,"2,408.80  "
FireWrap® Grip Kit Orange,10/29/2018,Invoice,1192,,,13,24.00  ,312.00  ,"2,720.80  "
FireWrap® Grip Kit Orange,11/02/2018,Sales Receipt,#1980,,FireWrap  Grip Kit,1,34.95  ,34.95  ,"2,755.75  "
FireWrap® Grip Kit Orange,11/03/2018,Sales Receipt,#1984,,FireWrap  Grip Kit,2,34.95  ,69.90  ,"2,825.65  "
FireWrap® Grip Kit Orange,11/12/2018,Sales Receipt,#1993,,FireWrap  Grip Kit,1,34.95  ,34.95  ,"2,860.60  "
FireWrap® Grip Kit Orange,11/13/2018,Sales Receipt,#1996,,FireWrap  Grip Kit,4,34.95  ,139.80  ,"3,000.40  "
FireWrap® Grip Kit Orange,11/14/2018,Sales Receipt,#1999,,FireWrap  Grip Kit,2,34.95  ,69.90  ,"3,070.30  "
FireWrap® Grip Kit Orange,11/24/2018,Sales Receipt,#2023,,FireWrap  Grip Kit,1,34.95  ,34.95  ,"3,105.25  "
FireWrap® Grip Kit Orange,12/05/2018,Invoice,1215,,,6,25.00  ,150.00  ,"3,255.25  "
FireWrap® Grip Kit Orange,12/06/2018,Sales Receipt,#2066,,FireWrap  Grip Kit,5,34.95  ,174.75  ,"3,430.00  "
FireWrap® Grip Kit Orange,12/06/2018,Invoice,1216,,,20,30.00  ,600.00  ,"4,030.00  "
FireWrap® Grip Kit Orange,12/06/2018,Invoice,1216,,,20,30.00  ,600.00  ,"4,630.00  "
FireWrap® Grip Kit Orange,12/10/2018,Sales Receipt,#2078,,FireWrap  Grip Kit,2,34.95  ,69.90  ,"4,699.90  "
FireWrap® Grip Kit Orange,12/21/2018,Invoice,1237,,,2,34.95  ,69.90  ,"4,769.80  "
FireWrap® Grip Kit Orange,12/29/2018,Sales Receipt,#2141,,FireWrap Grip Kit,1,34.95  ,34.95  ,"4,804.75  "
FireWrap® Grip Kit Orange,01/04/2019,Sales Receipt,#2167,,FireWrap Grip Kit,1,34.95  ,34.95  ,"4,839.70  "
FireWrap® Grip Kit Orange,01/04/2019,Sales Receipt,#2164,,FireWrap  Grip Kit,7,34.95  ,244.65  ,"5,084.35  "
FireWrap® Grip Kit Orange,01/05/2019,Sales Receipt,#2169,,FireWrap  Grip Kit,1,34.95  ,34.95  ,"5,119.30  "
FireWrap® Grip Kit Orange,01/07/2019,Sales Receipt,#2174,,FireWrap  Grip Kit,1,34.95  ,34.95  ,"5,154.25  "
FireWrap® Grip Kit Orange,01/09/2019,Sales Receipt,#2184,,FireWrap  Grip Kit,2,34.95  ,69.90  ,"5,224.15  "
FireWrap® Grip Kit Orange,01/14/2019,Sales Receipt,#2198,,FireWrap Grip Kit,1,34.95  ,34.95  ,"5,259.10  "
FireWrap® Grip Kit Orange,01/18/2019,Sales Receipt,#2213,,FireWrap  Grip Kit,1,34.95  ,34.95  ,"5,294.05  "
FireWrap® Grip Kit Orange,01/18/2019,Sales Receipt,#2217,,FireWrap  Grip Kit,1,34.95  ,34.95  ,"5,329.00  "
FireWrap® Grip Kit Orange,01/22/2019,Sales Receipt,#2231,,FireWrap  Grip Kit,1,34.95  ,34.95  ,"5,363.95  "
FireWrap® Grip Kit Orange,01/23/2019,Sales Receipt,#2232,,FireWrap  Grip Kit,2,34.95  ,69.90  ,"5,433.85  "
FireWrap® Grip Kit Orange,01/25/2019,Invoice,1248,,,6,26.00  ,156.00  ,"5,589.85  "
FireWrap® Grip Kit Orange,01/28/2019,Sales Receipt,#2247,,FireWrap  Grip Kit,1,34.95  ,34.95  ,"5,624.80  "
FireWrap® Grip Kit Orange,01/28/2019,Invoice,1263,,,5,30.00  ,150.00  ,"5,774.80  "
FireWrap® Grip Kit Orange,01/29/2019,Sales Receipt,#2250,,FireWrap  Grip Kit,2,34.95  ,69.90  ,"5,844.70  "
FireWrap® Grip Kit Orange,01/31/2019,Sales Receipt,#2255,,FireWrap  Grip Kit,2,34.95  ,69.90  ,"5,914.60  "
FireWrap® Grip Kit Orange,02/01/2019,Sales Receipt,#2259,,FireWrap  Grip Kit,1,34.95  ,34.95  ,"5,949.55  "
FireWrap® Grip Kit Orange,02/02/2019,Invoice,1242,,P.O. Number: 19-0103-11,1,30.00  ,30.00  ,"5,979.55  "
FireWrap® Grip Kit Orange,02/03/2019,Sales Receipt,#2267,,FireWrap  Grip Kit,1,34.95  ,34.95  ,"6,014.50  "
FireWrap® Grip Kit Orange,02/05/2019,Sales Receipt,#2270,,FireWrap  Grip Kit,1,34.95  ,34.95  ,"6,049.45  "
FireWrap® Grip Kit Orange,02/14/2019,Sales Receipt,#2291,,FireWrap Grip Kit,1,34.95  ,34.95  ,"6,084.40  "
FireWrap® Grip Kit Orange,02/16/2019,Sales Receipt,#2301,,FireWrap Grip Kit,1,34.95  ,34.95  ,"6,119.35  "
FireWrap® Grip Kit Orange,02/18/2019,Invoice,1277,,,1,29.00  ,29.00  ,"6,148.35  "
FireWrap® Grip Kit Orange,02/18/2019,Invoice,1271,,,6,25.00  ,150.00  ,"6,298.35  "
FireWrap® Grip Kit Orange,02/20/2019,Invoice,1270,,,2,30.00  ,60.00  ,"6,358.35  "
FireWrap® Grip Kit Orange,02/20/2019,Sales Receipt,#2318,,FireWrap  Grip Kit,1,34.95  ,34.95  ,"6,393.30  "
FireWrap® Grip Kit Orange,02/27/2019,Sales Receipt,#2348,,FireWrap Grip Kit,2,34.95  ,69.90  ,"6,463.20  "
FireWrap® Grip Kit Orange,02/28/2019,Sales Receipt,#2354,,FireWrap  Grip Kit,1,34.95  ,34.95  ,"6,498.15  "
FireWrap® Grip Kit Orange,03/01/2019,Sales Receipt,#2358,,FireWrap  Grip Kit,1,34.95  ,34.95  ,"6,533.10  "
FireWrap® Grip Kit Orange,03/07/2019,Sales Receipt,#2387,,FireWrap Grip Kit,1,34.95  ,34.95  ,"6,568.05  "
FireWrap® Grip Kit Orange,03/11/2019,Invoice,1293,,,6,30.00  ,180.00  ,"6,748.05  "
FireWrap® Grip Kit Orange,03/13/2019,Sales Receipt,#2406,,FireWrap Grip Kit,1,34.95  ,34.95  ,"6,783.00  "
FireWrap® Grip Kit Orange,03/21/2019,Sales Receipt,#2430,,FireWrap  Grip Kit,1,34.95  ,34.95  ,"6,817.95  "
FireWrap® Grip Kit Orange,03/21/2019,Sales Receipt,#2428,,FireWrap Grip Kit,1,34.95  ,34.95  ,"6,852.90  "
FireWrap® Grip Kit Orange,03/22/2019,Sales Receipt,#2436,,FireWrap® Grip Kit,2,34.95  ,69.90  ,"6,922.80  "
FireWrap® Grip Kit Orange,03/24/2019,Sales Receipt,#2439,,FireWrap Grip Kit,1,34.95  ,34.95  ,"6,957.75  "
FireWrap® Grip Kit Orange,03/26/2019,Sales Receipt,#2446,,FireWrap® Grip Kit,2,34.95  ,69.90  ,"7,027.65  "
FireWrap® Grip Kit Orange,03/26/2019,Sales Receipt,#2448,,FireWrap Grip Kit,1,34.95  ,34.95  ,"7,062.60  "
FireWrap® Grip Kit Orange,03/28/2019,Sales Receipt,#2452,,FireWrap® Grip Kit,1,34.95  ,34.95  ,"7,097.55  "
FireWrap® Grip Kit Orange,04/01/2019,Sales Receipt,#2469,,FireWrap Grip Kit,1,34.95  ,34.95  ,"7,132.50  "
FireWrap® Grip Kit Orange,04/02/2019,Sales Receipt,#2477,,FireWrap Grip Kit,1,34.95  ,34.95  ,"7,167.45  "
FireWrap® Grip Kit Orange,04/05/2019,Sales Receipt,#2491,,FireWrap® Grip Kit,2,34.95  ,69.90  ,"7,237.35  "
FireWrap® Grip Kit Orange,04/05/2019,Invoice,1323,,,2,34.95  ,69.90  ,"7,307.25  "
FireWrap® Grip Kit Orange,04/24/2019,Sales Receipt,#2613,,FireWrap® Grip Kit,1,34.95  ,34.95  ,"7,342.20  "
FireWrap® Grip Kit Orange,05/24/2019,Invoice,1353,,,2,30.00  ,60.00  ,"7,402.20  "
FireWrap® Grip Kit Orange,05/24/2019,Invoice,1357,,,1,30.00  ,30.00  ,"7,432.20  "
FireWrap® Grip Kit Orange,06/03/2019,Invoice,1340,,,2,30.00  ,60.00  ,"7,492.20  "
FireWrap® Grip Kit Orange,06/03/2019,Invoice,1339,,P.O. Number: 19-0528-5,1,30.00  ,30.00  ,"7,522.20  "
FireWrap® Grip Kit Orange,06/04/2019,Invoice,1364,,,1,30.00  ,30.00  ,"7,552.20  "
FireWrap® Grip Kit Orange,06/11/2019,Invoice,1365,,,1,30.00  ,30.00  ,"7,582.20  "
FireWrap® Grip Kit Orange,06/12/2019,Sales Receipt,#2683,,FireWrap® Grip Kit,1,34.95  ,34.95  ,"7,617.15  "
FireWrap® Grip Kit Orange,06/15/2019,Sales Receipt,#2695,,FireWrap® Grip Kit,10,34.95  ,349.50  ,"7,966.65  "
FireWrap® Grip Kit Orange,06/19/2019,Invoice,1368,,,1,34.95  ,34.95  ,"8,001.60  "
FireWrap® Grip Kit Orange,06/19/2019,Sales Receipt,#2703,,FireWrap® Grip Kit,1,34.95  ,34.95  ,"8,036.55  "
FireWrap® Grip Kit Orange,06/20/2019,Sales Receipt,#2705,,FireWrap® Grip Kit,1,34.95  ,34.95  ,"8,071.50  "
FireWrap® Grip Kit Orange,06/24/2019,Invoice,1369,,,8,30.00  ,240.00  ,"8,311.50  "
FireWrap® Grip Kit Orange,06/28/2019,Invoice,1372,,"Zachary Cramer
33 E Main St
Sykesville PA 15865",2,30.00  ,60.00  ,"8,371.50  "
FireWrap® Grip Kit Orange,06/28/2019,Invoice,1372,,"Ryan Amormino
Clinton Twp Fire Dept.
42601 Romeo Plank Rd
Clinton Township MI 48038",1,30.00  ,30.00  ,"8,401.50  "
FireWrap® Grip Kit Orange,07/01/2019,Sales Receipt,#2740,,FireWrap® Grip Kit,1,34.95  ,34.95  ,"8,436.45  "
FireWrap® Grip Kit Orange,07/02/2019,Sales Receipt,#2746,,FireWrap Grip Kit,1,34.95  ,34.95  ,"8,471.40  "
FireWrap® Grip Kit Orange,07/02/2019,Invoice,1361,,"P.O. Number: 19-0619-7 
Ryan Reeves
5885 Scarlet Oak Rd
Guthrie, OK 73044",1,30.00  ,30.00  ,"8,501.40  "
FireWrap® Grip Kit Orange,07/03/2019,Sales Receipt,#2748,,FireWrap® Grip Kit,3,34.95  ,104.85  ,"8,606.25  "
FireWrap® Grip Kit Orange,07/07/2019,Sales Receipt,#2756,,FireWrap® Grip Kit,3,34.95  ,104.85  ,"8,711.10  "
FireWrap® Grip Kit Orange,07/24/2019,Sales Receipt,113-5159244-0484252,,FireWrap Grip Kit,1,34.95  ,34.95  ,"8,746.05  "
FireWrap® Grip Kit Orange,07/30/2019,Sales Receipt,114-2693983-6624235,,FireWrap Grip Kit (New),1,34.95  ,34.95  ,"8,781.00  "
FireWrap® Grip Kit Orange,08/01/2019,Invoice,1376,,"P.O. Number: 19-0725-3
Jason Shelby
1439 Boyce Rd
Waxahachie, TX 75165",1,26.00  ,26.00  ,"8,807.00  "
FireWrap® Grip Kit Orange,08/08/2019,Sales Receipt,114-8090894-7573056,,FireWrap Grip Kit,1,34.95  ,34.95  ,"8,841.95  "
FireWrap® Grip Kit Orange,08/14/2019,Sales Receipt,114-7412556-1933044,,FireWrap Grip Kit,1,34.95  ,34.95  ,"8,876.90  "
FireWrap® Grip Kit Orange,08/30/2019,Sales Receipt,112-9294171-5730643,,FireWrap Grip Kit (New),1,34.95  ,34.95  ,"8,911.85  "
FireWrap® Grip Kit Orange,09/12/2019,Sales Receipt,113-5974654-5676239,,FireWrap Grip Kit (New),1,34.95  ,34.95  ,"8,946.80  "
FireWrap® Grip Kit Orange,09/18/2019,Sales Receipt,111-0761755-8332230,,FireWrap Grip Kit (New),2,34.95  ,69.90  ,"9,016.70  "
FireWrap® Grip Kit Orange,09/21/2019,Sales Receipt,113-8611128-6349052,,FireWrap Grip Kit (New),1,34.95  ,34.95  ,"9,051.65  "
FireWrap® Grip Kit Orange,10/02/2019,Sales Receipt,112-3633542-9689866,,FireWrap Grip Kit (New),1,34.95  ,34.95  ,"9,086.60  "
FireWrap® Grip Kit Orange,01/03/2020,Sales Receipt,111-2426503-9951402,,FireWrap Grip Kit - Orange (New),1,24.95  ,24.95  ,"9,111.55  "
FireWrap® Grip Kit Orange,01/04/2020,Sales Receipt,111-4238042-5947436,,FireWrap Grip Kit - Orange (New),1,24.95  ,24.95  ,"9,136.50  "
FireWrap® Grip Kit Orange,01/06/2020,Sales Receipt,113-0968421-0703465,,FireWrap Grip Kit - Orange (New),1,24.95  ,24.95  ,"9,161.45  "
FireWrap® Grip Kit Orange,01/13/2020,Sales Receipt,113-9378556-5505865,,FireWrap Grip Kit - Orange (New),1,24.95  ,24.95  ,"9,186.40  "
FireWrap® Grip Kit Orange,01/30/2020,Sales Receipt,111-4546581-1139425,,FireWrap Grip Kit - Orange (New),1,24.95  ,24.95  ,"9,211.35  "
FireWrap® Grip Kit Orange,02/10/2020,Sales Receipt,114-4970473-3696238,,FireWrap Grip Kit - Orange (New),1,24.95  ,24.95  ,"9,236.30  "
FireWrap® Grip Kit Orange,03/15/2020,Sales Receipt,114-6479507-8073863,,FireWrap Grip Kit - Orange (New),1,24.95  ,24.95  ,"9,261.25  "
FireWrap® Grip Kit Orange,04/05/2020,Sales Receipt,3613,,FireWrap® Grip Kit - Orange,7,24.95  ,174.65  ,"9,435.90  "
FireWrap® Grip Kit Orange,04/15/2020,Sales Receipt,113-0948132-9413854,,FireWrap Grip Kit - Orange,0,0.00  ,0.00  ,"9,435.90  "
FireWrap® Grip Kit Orange,04/15/2020,Sales Receipt,114-2050346-8981016,,FireWrap Grip Kit - Orange (New),1,24.95  ,24.95  ,"9,460.85  "
FireWrap® Grip Kit Orange,04/20/2020,Sales Receipt,3671,,FireWrap® Grip Kit - Orange,1,24.95  ,24.95  ,"9,485.80  "
FireWrap® Grip Kit Orange,04/21/2020,Sales Receipt,3674,,FireWrap® Grip Kit - Orange,1,24.95  ,24.95  ,"9,510.75  "
FireWrap® Grip Kit Orange,04/22/2020,Sales Receipt,113-2577895-9585808,,FireWrap Grip Kit - Orange (New),1,24.95  ,24.95  ,"9,535.70  "
FireWrap® Grip Kit Orange,04/29/2020,Sales Receipt,3705,,FireWrap® Grip Kit - Orange,2,24.95  ,49.90  ,"9,585.60  "
FireWrap® Grip Kit Orange,04/29/2020,Sales Receipt,3707,,FireWrap® Grip Kit - Orange,1,24.95  ,24.95  ,"9,610.55  "
FireWrap® Grip Kit Orange,05/01/2020,Sales Receipt,3713,,FireWrap® Grip Kit - Orange,4,24.95  ,99.80  ,"9,710.35  "
FireWrap® Grip Kit Orange,05/04/2020,Sales Receipt,3723,,FireWrap® Grip Kit - Orange,1,24.95  ,24.95  ,"9,735.30  "
FireWrap® Grip Kit Orange,05/05/2020,Sales Receipt,3724,,FireWrap® Grip Kit - Orange,1,24.95  ,24.95  ,"9,760.25  "
FireWrap® Grip Kit Orange,05/16/2020,Sales Receipt,3770,,FireWrap® Grip Kit - Orange,1,24.95  ,24.95  ,"9,785.20  "
FireWrap® Grip Kit Orange,05/19/2020,Sales Receipt,3783,,FireWrap® Grip Kit - Orange,1,24.95  ,24.95  ,"9,810.15  "
FireWrap® Grip Kit Orange,05/21/2020,Sales Receipt,3788,,FireWrap® Grip Kit - Orange,1,24.95  ,24.95  ,"9,835.10  "
FireWrap® Grip Kit Orange,06/04/2020,Sales Receipt,3824,,FireWrap® Grip Kit - Orange,8,24.95  ,199.60  ,"10,034.70  "
FireWrap® Grip Kit Orange,06/11/2020,Sales Receipt,3848,,FireWrap® Grip Kit - Orange,3,24.95  ,74.85  ,"10,109.55  "
FireWrap® Grip Kit Orange,06/15/2020,Sales Receipt,3863,,FireWrap® Grip Kit - Orange,3,24.95  ,74.85  ,"10,184.40  "
FireWrap® Grip Kit Orange,06/16/2020,Sales Receipt,3870,,FireWrap® Grip Kit - Orange,3,24.95  ,74.85  ,"10,259.25  "
FireWrap® Grip Kit Orange,06/19/2020,Sales Receipt,3876,,FireWrap® Grip Kit - Orange,1,24.95  ,24.95  ,"10,284.20  "
FireWrap® Grip Kit Orange,06/23/2020,Sales Receipt,3943,,FireWrap® Grip Kit - Orange,2,24.95  ,49.90  ,"10,334.10  "
FireWrap® Grip Kit Orange,06/28/2020,Sales Receipt,3970,,FireWrap® Grip Kit - Orange,2,24.95  ,49.90  ,"10,384.00  "
FireWrap® Grip Kit Orange,06/30/2020,Sales Receipt,3978,,FireWrap® Grip Kit - Orange,1,24.95  ,24.95  ,"10,408.95  "
FireWrap® Grip Kit Orange,07/24/2020,Sales Receipt,4051,,FireWrap® Grip Kit - Orange,1,24.95  ,24.95  ,"10,433.90  "
FireWrap® Grip Kit Orange,07/30/2020,Sales Receipt,4066,,FireWrap® Grip Kit - Orange,1,24.95  ,24.95  ,"10,458.85  "
FireWrap® Grip Kit Orange,08/09/2020,Sales Receipt,4091,,FireWrap® Grip Kit - Orange,1,24.95  ,24.95  ,"10,483.80  "
FireWrap® Grip Kit Orange,08/17/2020,Sales Receipt,4115,,FireWrap® Grip Kit - Orange,2,24.95  ,49.90  ,"10,533.70  "
FireWrap® Grip Kit Orange,08/20/2020,Sales Receipt,4125,,FireWrap® Grip Kit - Orange,1,24.95  ,24.95  ,"10,558.65  "
FireWrap® Grip Kit Orange,08/24/2020,Sales Receipt,4151,,FireWrap® Grip Kit - Orange,2,24.95  ,49.90  ,"10,608.55  "
FireWrap® Grip Kit Orange,08/25/2020,Sales Receipt,4155,,FireWrap® Grip Kit - Orange,1,24.95  ,24.95  ,"10,633.50  "
FireWrap® Grip Kit Orange,09/02/2020,Sales Receipt,4183,,FireWrap® Grip Kit - Orange,1,24.95  ,24.95  ,"10,658.45  "
FireWrap® Grip Kit Orange,09/02/2020,Sales Receipt,4181,,FireWrap® Grip Kit - Orange,1,24.95  ,24.95  ,"10,683.40  "
FireWrap® Grip Kit Orange,09/09/2020,Sales Receipt,4202,,FireWrap® Grip Kit - Orange,1,24.95  ,24.95  ,"10,708.35  "
FireWrap® Grip Kit Orange,09/17/2020,Sales Receipt,4222,,FireWrap® Grip Kit - Orange,1,24.95  ,24.95  ,"10,733.30  "
FireWrap® Grip Kit Orange,09/23/2020,Sales Receipt,4261,,FireWrap® Grip Kit - Orange,2,24.95  ,49.90  ,"10,783.20  "
FireWrap® Grip Kit Orange,09/24/2020,Sales Receipt,4266,,FireWrap® Grip Kit - Orange,2,24.95  ,49.90  ,"10,833.10  "
FireWrap® Grip Kit Orange,09/24/2020,Sales Receipt,4272,,FireWrap® Grip Kit - Orange,1,24.95  ,24.95  ,"10,858.05  "
FireWrap® Grip Kit Orange,10/05/2020,Sales Receipt,4305,,FireWrap® Grip Kit - Orange,3,24.95  ,74.85  ,"10,932.90  "
FireWrap® Grip Kit Orange,10/07/2020,Sales Receipt,4315,,FireWrap® Grip Kit - Orange,2,24.95  ,49.90  ,"10,982.80  "
FireWrap® Grip Kit Orange,10/07/2020,Sales Receipt,4316,,FireWrap® Grip Kit - Orange,5,24.95  ,124.75  ,"11,107.55  "
FireWrap® Grip Kit Orange,10/09/2020,Sales Receipt,4335,,FireWrap® Grip Kit - Orange,1,24.95  ,24.95  ,"11,132.50  "
FireWrap® Grip Kit Orange,10/15/2020,Sales Receipt,4354,,FireWrap® Grip Kit - Orange,1,24.95  ,24.95  ,"11,157.45  "
FireWrap® Grip Kit Orange,10/20/2020,Sales Receipt,4383,,FireWrap® Grip Kit - Orange,2,24.95  ,49.90  ,"11,207.35  "
FireWrap® Grip Kit Orange,10/23/2020,Sales Receipt,4398,,FireWrap® Grip Kit - Orange,4,24.95  ,99.80  ,"11,307.15  "
FireWrap® Grip Kit Orange,10/27/2020,Sales Receipt,4421,,FireWrap® Grip Kit - Orange,1,24.95  ,24.95  ,"11,332.10  "
FireWrap® Grip Kit Orange,10/28/2020,Sales Receipt,4428,,FireWrap® Grip Kit - Orange,1,24.95  ,24.95  ,"11,357.05  "
FireWrap® Grip Kit Orange,11/01/2020,Sales Receipt,4451,,FireWrap® Grip Kit - Orange,1,24.95  ,24.95  ,"11,382.00  "
FireWrap® Grip Kit Orange,11/08/2020,Sales Receipt,4475,,FireWrap® Grip Kit - Orange,1,24.95  ,24.95  ,"11,406.95  "
FireWrap® Grip Kit Orange,11/10/2020,Sales Receipt,4488,,FireWrap® Grip Kit - Orange,1,24.95  ,24.95  ,"11,431.90  "
FireWrap® Grip Kit Orange,11/13/2020,Sales Receipt,4503,,FireWrap® Grip Kit - Orange,1,24.95  ,24.95  ,"11,456.85  "
FireWrap® Grip Kit Orange,11/15/2020,Sales Receipt,4511,,FireWrap® Grip Kit - Orange,6,24.95  ,149.70  ,"11,606.55  "
FireWrap® Grip Kit Orange,11/20/2020,Sales Receipt,4530,,FireWrap® Grip Kit - Orange,1,24.95  ,24.95  ,"11,631.50  "
FireWrap® Grip Kit Orange,11/30/2020,Sales Receipt,4601,,FireWrap® Grip Kit - Orange,1,24.95  ,24.95  ,"11,656.45  "
FireWrap® Grip Kit Orange,12/06/2020,Sales Receipt,4635,,FireWrap® Grip Kit - Orange,1,24.95  ,24.95  ,"11,681.40  "
FireWrap® Grip Kit Orange,12/16/2020,Sales Receipt,4685,,FireWrap® Grip Kit - Orange,1,24.95  ,24.95  ,"11,706.35  "
FireWrap® Grip Kit Orange,12/18/2020,Invoice,M-121820-006,,FireWrap® Grip Kit Orange,5,18.75  ,93.75  ,"11,800.10  "
FireWrap® Grip Kit Orange,12/21/2020,Sales Receipt,4709,,FireWrap® Grip Kit - Orange,1,24.95  ,24.95  ,"11,825.05  "
FireWrap® Grip Kit Orange,12/21/2020,Sales Receipt,4714,,FireWrap® Grip Kit - Orange,1,24.95  ,24.95  ,"11,850.00  "
FireWrap® Grip Kit Orange,12/23/2020,Sales Receipt,4720,,FireWrap® Grip Kit - Orange,1,24.95  ,24.95  ,"11,874.95  "
FireWrap® Grip Kit Orange,01/02/2021,Sales Receipt,4780,,FireWrap® Grip Kit - Orange,1,24.95  ,24.95  ,"11,899.90  "
FireWrap® Grip Kit Orange,01/08/2021,Sales Receipt,4802,,FireWrap® Grip Kit - Orange,2,24.95  ,49.90  ,"11,949.80  "
FireWrap® Grip Kit Orange,01/08/2021,Sales Receipt,4803,,FireWrap® Grip Kit - Orange,2,24.95  ,49.90  ,"11,999.70  "
FireWrap® Grip Kit Orange,01/19/2021,Invoice,M-011921-004,,FireWrap® Grip Kit Orange,7,18.75  ,131.25  ,"12,130.95  "
FireWrap® Grip Kit Orange,01/19/2021,Invoice,M-011921-020,,FireWrap® Grip Kit Orange,2,18.75  ,37.50  ,"12,168.45  "
FireWrap® Grip Kit Orange,01/19/2021,Invoice,M-011921-002,,FireWrap® Grip Kit Orange,4,18.75  ,75.00  ,"12,243.45  "
FireWrap® Grip Kit Orange,01/19/2021,Invoice,M-011921-005,,FireWrap® Grip Kit Orange,1,18.75  ,18.75  ,"12,262.20  "
FireWrap® Grip Kit Orange,01/26/2021,Invoice,M-012621-009,,FireWrap® Grip Kit Orange,2,18.75  ,37.50  ,"12,299.70  "
FireWrap® Grip Kit Orange,01/26/2021,Invoice,M-012621-018,,FireWrap® Grip Kit Orange,6,18.75  ,112.50  ,"12,412.20  "
FireWrap® Grip Kit Orange,01/26/2021,Invoice,M-012621-013,,FireWrap® Grip Kit Orange,1,18.75  ,18.75  ,"12,430.95  "
FireWrap® Grip Kit Orange,02/03/2021,Sales Receipt,4918,,FireWrap® Grip Kit - Orange,2,24.95  ,49.90  ,"12,480.85  "
FireWrap® Grip Kit Orange,02/03/2021,Invoice,M-020321-001,,FireWrap® Grip Kit Orange,1,18.75  ,18.75  ,"12,499.60  "
FireWrap® Grip Kit Orange,02/04/2021,Sales Receipt,4923,,FireWrap® Grip Kit - Orange,1,24.95  ,24.95  ,"12,524.55  "
FireWrap® Grip Kit Orange,02/11/2021,Sales Receipt,4950,,FireWrap® Grip Kit - Orange,4,24.95  ,99.80  ,"12,624.35  "
FireWrap® Grip Kit Orange,02/16/2021,Invoice,M-021621-002,,FireWrap® Grip Kit Orange,6,18.75  ,112.50  ,"12,736.85  "
FireWrap® Grip Kit Orange,02/16/2021,Invoice,M-021621-004,,FireWrap® Grip Kit Orange,1,18.75  ,18.75  ,"12,755.60  "
FireWrap® Grip Kit Orange,02/16/2021,Invoice,M-021621-018,,FireWrap® Grip Kit Orange,1,18.75  ,18.75  ,"12,774.35  "
FireWrap® Grip Kit Orange,02/16/2021,Invoice,M-021621-010,,FireWrap® Grip Kit Orange,1,18.75  ,18.75  ,"12,793.10  "
FireWrap® Grip Kit Orange,02/16/2021,Invoice,M-021621-020,,FireWrap® Grip Kit Orange,2,18.75  ,37.50  ,"12,830.60  "
FireWrap® Grip Kit Orange,02/18/2021,Sales Receipt,4983,,"FIREWRAP® GRIP KIT
Color: Orange",4,24.99  ,99.96  ,"12,930.56  "
FireWrap® Grip Kit Orange,02/20/2021,Sales Receipt,4996,,"FIREWRAP® GRIP KIT
Color: Orange",3,24.99  ,74.97  ,"13,005.53  "
FireWrap® Grip Kit Orange,02/21/2021,Sales Receipt,4999,,"FIREWRAP® GRIP KIT
Color: Orange",1,24.99  ,24.99  ,"13,030.52  "
FireWrap® Grip Kit Orange,02/22/2021,Sales Receipt,5007,,"FIREWRAP® GRIP KIT
Color: Orange",1,24.99  ,24.99  ,"13,055.51  "
FireWrap® Grip Kit Orange,02/22/2021,Sales Receipt,5008,,"FIREWRAP® GRIP KIT
Color: Orange",1,24.99  ,24.99  ,"13,080.50  "
FireWrap® Grip Kit Orange,02/23/2021,Sales Receipt,5010,,"FIREWRAP® GRIP KIT
Color: Orange",1,24.99  ,24.99  ,"13,105.49  "
FireWrap® Grip Kit Orange,02/24/2021,Invoice,M-022421-009,,FireWrap® Grip Kit Orange,2,18.75  ,37.50  ,"13,142.99  "
FireWrap® Grip Kit Orange,02/24/2021,Sales Receipt,5015,,"FIREWRAP® GRIP KIT
Color: Orange",1,24.99  ,24.99  ,"13,167.98  "
FireWrap® Grip Kit Orange,02/24/2021,Invoice,M-022421-001,,FireWrap® Grip Kit Orange,1,18.75  ,18.75  ,"13,186.73  "
FireWrap® Grip Kit Orange,03/03/2021,Sales Receipt,5041,,"FIREWRAP® GRIP KIT - Yes, I understand.
Color: Orange",1,24.99  ,24.99  ,"13,211.72  "
FireWrap® Grip Kit Orange,03/12/2021,Invoice,M-031221-008,,FireWrap® Grip Kit Orange,15,24.95  ,374.25  ,"13,585.97  "
FireWrap® Grip Kit Orange,03/12/2021,Sales Receipt,5094,,"FIREWRAP® GRIP KIT - Yes, I understand.
Color: Orange",16,24.99  ,399.84  ,"13,985.81  "
FireWrap® Grip Kit Orange,03/18/2021,Sales Receipt,5134,,"FIREWRAP® GRIP KIT - Yes, I understand.
Color: Orange",2,24.99  ,49.98  ,"14,035.79  "
FireWrap® Grip Kit Orange,03/19/2021,Sales Receipt,5142,,"FIREWRAP® GRIP KIT - Yes, I understand.
Color: Orange",1,24.99  ,24.99  ,"14,060.78  "
FireWrap® Grip Kit Orange,03/20/2021,Sales Receipt,5151,,"FIREWRAP® GRIP KIT - Yes, I understand.
Color: Orange",1,24.99  ,24.99  ,"14,085.77  "
